iteration,gain_max,ugf,pm,temperature,vdd,vcm_diff
137,65.1595,16678600,65.1007,20,1.9,-0.2
138,65.5916,17308500,65.0678,20,1.9,-0.2
139,47.7644,14568000,66.4786,20,1.9,-0.2
140,65.8164,17437300,65.081,20,1.9,-0.2
141,43.1729,13149600,67.6214,20,1.9,-0.2
142,38.8737,11630600,69.1341,20,1.9,-0.2
143,63.883,16518900,65.2328,20,1.9,-0.2
144,41.4362,12564400,68.2514,20,1.9,-0.2
145,45.5988,14090400,66.9616,20,1.9,-0.2
146,65.8225,17499400,65.0112,20,1.9,-0.2
147,62.1535,16851300,64.8857,20,1.9,-0.2
148,69.2513,17544600,64.6143,20,1.9,-0.2
149,65.4695,17009300,65.1116,20,1.9,-0.2
150,65.7615,17349100,65.0454,20,1.9,-0.2
1,40.0586,13441100,71.5853,27,1.9,-0.2
2,44.6005,14420400,69.3511,27,1.9,-0.2
3,51.992,15194500,67.1513,27,1.9,-0.2
4,65.4065,16530900,65.16,27,1.9,-0.2
5,37.1158,10808400,69.9613,27,1.9,-0.2
6,65.8659,16945300,65.1296,27,1.9,-0.2
7,64.949,16237800,65.1705,27,1.9,-0.2
8,65.3128,16491300,65.1382,27,1.9,-0.2
9,43.578,13174300,67.573,27,1.9,-0.2
10,54.6867,15793700,65.4395,27,1.9,-0.2
11,52.3502,15267200,65.7669,27,1.9,-0.2
12,65.794,17011000,65.0676,27,1.9,-0.2
13,65.6651,16876100,65.1377,27,1.9,-0.2
14,65.7317,16940500,65.1277,27,1.9,-0.2
15,66.1775,17261300,65.0542,27,1.9,-0.2
16,42.506,12786100,67.8135,27,1.9,-0.2
17,64.0953,16229100,65.1811,27,1.9,-0.2
18,66.059,17046000,65.1227,27,1.9,-0.2
19,54.4745,15409200,66.5899,27,1.9,-0.2
20,66.4308,17313900,65.0362,27,1.9,-0.2
21,40.9825,12267400,68.2975,27,1.9,-0.2
22,43.9636,14320500,69.6251,27,1.9,-0.2
23,70.7711,17293400,64.7405,27,1.9,-0.2
24,58.2334,16216000,65.1518,27,1.9,-0.2
25,65.5231,16792800,65.1449,27,1.9,-0.2
26,65.4299,16701400,65.1815,27,1.9,-0.2
27,66.223,17143400,65.0563,27,1.9,-0.2
28,40.7411,13718200,71.1852,27,1.9,-0.2
29,66.0661,17025900,65.1383,27,1.9,-0.2
30,68.2775,17009800,64.8205,27,1.9,-0.2
31,49.6282,15029600,67.6258,27,1.9,-0.2
32,65.9945,17086800,65.0687,27,1.9,-0.2
33,65.561,16834800,65.1093,27,1.9,-0.2
34,40.9125,13864700,71.179,27,1.9,-0.2
35,62.268,16617800,64.9095,27,1.9,-0.2
36,63.4781,15977100,65.3043,27,1.9,-0.2
37,69.7438,17213800,64.7429,27,1.9,-0.2
38,42.7573,14113700,70.1687,27,1.9,-0.2
39,65.9787,17079200,65.0658,27,1.9,-0.2
40,66.6431,17207900,65.0372,27,1.9,-0.2
41,66.681,17222000,65.055,27,1.9,-0.2
42,44.9698,13544500,67.0627,27,1.9,-0.2
43,66.5212,17149100,65.0614,27,1.9,-0.2
44,65.1644,16520900,65.1524,27,1.9,-0.2
45,52.7982,15354900,65.7206,27,1.9,-0.2
46,53.2337,15539400,65.6361,27,1.9,-0.2
47,67.0988,17342600,65.0042,27,1.9,-0.2
48,58.258,15656600,65.979,27,1.9,-0.2
49,65.9414,17078900,65.1053,27,1.9,-0.2
50,65.4217,16597800,65.1473,27,1.9,-0.2
51,65.2414,16450000,65.114,27,1.9,-0.2
52,53.5275,15346500,66.8348,27,1.9,-0.2
53,56.9117,15436300,66.2044,27,1.9,-0.2
54,66.8265,17136400,65.0242,27,1.9,-0.2
55,65.5921,16842400,65.1314,27,1.9,-0.2
56,65.992,16876500,64.8405,27,1.9,-0.2
57,37.4667,12611600,73.2301,27,1.9,-0.2
58,65.5574,16712800,65.1405,27,1.9,-0.2
59,65.2503,16603400,65.0985,27,1.9,-0.2
60,65.3382,16593100,65.1489,27,1.9,-0.2
61,65.3856,16601100,65.1011,27,1.9,-0.2
62,45.0044,13546300,67.0898,27,1.9,-0.2
63,65.4988,16620500,65.1232,27,1.9,-0.2
64,65.0159,16837200,64.8238,27,1.9,-0.2
65,68.0358,17400400,64.9129,27,1.9,-0.2
66,36.3845,12179900,73.9832,27,1.9,-0.2
67,47.7673,14293300,66.4853,27,1.9,-0.2
68,38.1516,11204900,69.4363,27,1.9,-0.2
69,55.5402,15868600,65.3965,27,1.9,-0.2
70,67.3966,17134800,64.798,27,1.9,-0.2
71,51.4574,15110800,65.9354,27,1.9,-0.2
72,70.5706,17271400,64.772,27,1.9,-0.2
73,65.5486,16743500,65.0839,27,1.9,-0.2
74,44.9154,14460000,69.209,27,1.9,-0.2
75,62.6818,15984200,65.375,27,1.9,-0.2
76,60.2964,16504200,65.0191,27,1.9,-0.2
77,66.3077,17186200,65.087,27,1.9,-0.2
78,36.4489,12152000,73.8551,27,1.9,-0.2
79,65.7318,16930400,65.1033,27,1.9,-0.2
80,65.6609,16941000,65.1524,27,1.9,-0.2
81,40.6111,12090400,68.4339,27,1.9,-0.2
82,65.4383,16774200,65.0968,27,1.9,-0.2
83,47.2758,14833200,68.3212,27,1.9,-0.2
84,66.9482,17362400,64.9877,27,1.9,-0.2
85,68.0881,17352100,64.9108,27,1.9,-0.2
86,70.6805,17238000,64.7159,27,1.9,-0.2
87,63.1312,16043600,65.3421,27,1.9,-0.2
88,65.3309,16537100,65.1388,27,1.9,-0.2
89,47.2536,14740900,68.4324,27,1.9,-0.2
90,66.1536,17077700,65.0862,27,1.9,-0.2
91,39.8214,13432200,71.7272,27,1.9,-0.2
92,59.5493,15742900,65.7745,27,1.9,-0.2
93,61.8766,15834900,65.5083,27,1.9,-0.2
94,55.2083,15772400,65.4549,27,1.9,-0.2
95,65.535,16795800,65.1434,27,1.9,-0.2
96,60.1426,16400600,64.9918,27,1.9,-0.2
97,69.4186,17318800,64.6932,27,1.9,-0.2
98,65.1538,16359800,65.1267,27,1.9,-0.2
99,46.2846,14671200,68.6898,27,1.9,-0.2
100,64.3189,16289500,65.1681,27,1.9,-0.2
101,57.8038,15599500,66.0717,27,1.9,-0.2
102,68.5533,17359000,64.8742,27,1.9,-0.2
103,46.5784,14847300,68.6158,27,1.9,-0.2
104,65.4094,16637700,65.1632,27,1.9,-0.2
105,40.5995,13656000,71.2724,27,1.9,-0.2
106,47.2897,14836500,68.3932,27,1.9,-0.2
107,65.4757,16587500,65.17,27,1.9,-0.2
108,48.3608,14564800,66.3761,27,1.9,-0.2
109,69.5535,17204800,64.7397,27,1.9,-0.2
110,64.8906,16403900,65.1643,27,1.9,-0.2
111,48.1369,14423300,66.3938,27,1.9,-0.2
112,67.04,17293100,64.9398,27,1.9,-0.2
113,65.3179,16548300,65.1474,27,1.9,-0.2
114,42.3082,12682200,67.8082,27,1.9,-0.2
115,69.0309,17315200,64.8742,27,1.9,-0.2
116,42.9008,12843800,67.6704,27,1.9,-0.2
117,47.5908,14202900,66.4785,27,1.9,-0.2
118,68.2331,16984200,64.7392,27,1.9,-0.2
119,64.9227,16256800,65.1871,27,1.9,-0.2
120,62.825,16572700,64.9239,27,1.9,-0.2
121,69.71,17347800,64.806,27,1.9,-0.2
122,52.473,15150000,67.0478,27,1.9,-0.2
123,56.4699,15500400,66.2481,27,1.9,-0.2
124,65.3286,16579400,65.1149,27,1.9,-0.2
125,43.524,14360000,69.7905,27,1.9,-0.2
126,36.2521,12130900,74.0887,27,1.9,-0.2
127,63.0453,16048500,65.3438,27,1.9,-0.2
128,66.0542,17231100,65.0647,27,1.9,-0.2
129,53.7158,15244500,66.7349,27,1.9,-0.2
130,46.2512,14649700,68.7082,27,1.9,-0.2
131,64.6594,16218600,65.2,27,1.9,-0.2
132,65.3705,16427000,65.1411,27,1.9,-0.2
133,66.7028,17351800,65.0003,27,1.9,-0.2
134,64.113,16122500,65.1872,27,1.9,-0.2
135,49.6979,14950800,67.6419,27,1.9,-0.2
136,67.2442,17312400,64.9582,27,1.9,-0.2
137,65.2477,16383400,65.1386,27,1.9,-0.2
138,65.6572,16985400,65.128,27,1.9,-0.2
139,47.3412,14176800,66.5512,27,1.9,-0.2
140,65.8951,17107800,65.1442,27,1.9,-0.2
141,42.8723,12802600,67.6541,27,1.9,-0.2
142,38.6733,11340700,69.1184,27,1.9,-0.2
143,64.0726,16228100,65.252,27,1.9,-0.2
144,41.0785,12203900,68.3012,27,1.9,-0.2
145,45.251,13718300,67.0198,27,1.9,-0.2
146,65.9166,17176100,65.0731,27,1.9,-0.2
147,61.1008,16419300,64.989,27,1.9,-0.2
148,68.5878,17140900,64.6971,27,1.9,-0.2
149,65.5247,16686400,65.1622,27,1.9,-0.2
150,65.8156,17007900,65.1078,27,1.9,-0.2
1,40.3759,12683000,71.2148,50,1.9,-0.2
2,45.0439,13602300,69.0805,50,1.9,-0.2
3,52.3803,14305400,67.0263,50,1.9,-0.2
4,65.5174,15506000,65.2513,50,1.9,-0.2
5,36.6356,10017400,69.7739,50,1.9,-0.2
6,66.2745,15974200,65.2492,50,1.9,-0.2
7,65.0823,15254900,65.2275,50,1.9,-0.2
8,65.5127,15536400,65.2302,50,1.9,-0.2
9,42.6314,12100400,67.6273,50,1.9,-0.2
10,51.6279,14313600,65.8012,50,1.9,-0.2
11,48.8426,13640800,66.2262,50,1.9,-0.2
12,65.945,15956100,65.2071,50,1.9,-0.2
13,65.8139,15841000,65.2673,50,1.9,-0.2
14,65.8453,15870500,65.2626,50,1.9,-0.2
15,66.5049,16199500,65.2075,50,1.9,-0.2
16,41.4348,11688800,67.8868,50,1.9,-0.2
17,63.8131,15191200,65.2645,50,1.9,-0.2
18,66.4761,16029000,65.248,50,1.9,-0.2
19,53.9774,14448400,66.6538,50,1.9,-0.2
20,66.7643,16231100,65.1933,50,1.9,-0.2
21,40.0579,11240400,68.3151,50,1.9,-0.2
22,44.3336,13500400,69.3696,50,1.9,-0.2
23,69.0548,16036700,64.9153,50,1.9,-0.2
24,53.6906,14603900,65.5858,50,1.9,-0.2
25,65.6841,15787900,65.2679,50,1.9,-0.2
26,65.6214,15732400,65.2961,50,1.9,-0.2
27,66.6572,16102300,65.187,50,1.9,-0.2
28,41.2707,12988100,70.7426,50,1.9,-0.2
29,66.6188,16033800,65.2522,50,1.9,-0.2
30,63.972,15631200,65.054,50,1.9,-0.2
31,49.1942,14083900,67.6837,50,1.9,-0.2
32,66.2261,16035500,65.2111,50,1.9,-0.2
33,65.6609,15772500,65.2321,50,1.9,-0.2
34,40.777,12966900,71.1066,50,1.9,-0.2
35,55.1788,14816700,65.4316,50,1.9,-0.2
36,63.851,15042600,65.3075,50,1.9,-0.2
37,67.6236,15965500,64.9402,50,1.9,-0.2
38,43.719,13412200,69.6168,50,1.9,-0.2
39,66.202,16027400,65.2081,50,1.9,-0.2
40,67.0405,16127700,65.1789,50,1.9,-0.2
41,67.1938,16147600,65.1891,50,1.9,-0.2
42,44.1226,12491800,67.086,50,1.9,-0.2
43,66.8083,16067000,65.2077,50,1.9,-0.2
44,65.3478,15544200,65.2438,50,1.9,-0.2
45,50.8071,14047300,65.9607,50,1.9,-0.2
46,50.0525,13995700,66.0474,50,1.9,-0.2
47,67.7415,16250800,65.1398,50,1.9,-0.2
48,56.3971,14592900,66.2571,50,1.9,-0.2
49,66.2306,16053300,65.2461,50,1.9,-0.2
50,65.5571,15589500,65.247,50,1.9,-0.2
51,65.403,15468600,65.1977,50,1.9,-0.2
52,54.6673,14493400,66.594,50,1.9,-0.2
53,57.6762,14551600,66.0618,50,1.9,-0.2
54,67.1138,16045200,65.1651,50,1.9,-0.2
55,65.7968,15862600,65.2575,50,1.9,-0.2
56,59.6477,15303600,65.1946,50,1.9,-0.2
57,37.7039,11886600,72.7713,50,1.9,-0.2
58,65.7042,15699700,65.2536,50,1.9,-0.2
59,65.4354,15629000,65.1941,50,1.9,-0.2
60,65.4538,15573500,65.2461,50,1.9,-0.2
61,65.5021,15580200,65.1975,50,1.9,-0.2
62,43.8981,12419300,67.1767,50,1.9,-0.2
63,65.6279,15602300,65.2231,50,1.9,-0.2
64,60.1896,15383400,65.1295,50,1.9,-0.2
65,69.3495,16290000,65.0035,50,1.9,-0.2
66,36.5116,11432100,73.5161,50,1.9,-0.2
67,46.1781,13031900,66.6796,50,1.9,-0.2
68,37.6623,10387800,69.2635,50,1.9,-0.2
69,52.4696,14410800,65.7435,50,1.9,-0.2
70,62.2925,15676000,65.0942,50,1.9,-0.2
71,48.8169,13646700,66.2837,50,1.9,-0.2
72,69.502,16033400,64.9218,50,1.9,-0.2
73,65.6893,15725200,65.1959,50,1.9,-0.2
74,44.4923,13520500,69.2805,50,1.9,-0.2
75,62.8244,15021900,65.3945,50,1.9,-0.2
76,55.9296,14981200,65.3979,50,1.9,-0.2
77,66.7225,16129000,65.2264,50,1.9,-0.2
78,36.8439,11524700,73.2258,50,1.9,-0.2
79,65.9537,15930100,65.234,50,1.9,-0.2
80,65.7947,15894700,65.2903,50,1.9,-0.2
81,39.7538,11094800,68.4224,50,1.9,-0.2
82,65.5612,15744500,65.2116,50,1.9,-0.2
83,47.1906,13926100,68.2808,50,1.9,-0.2
84,67.2867,16258600,65.1477,50,1.9,-0.2
85,68.4257,16230300,65.0691,50,1.9,-0.2
86,68.3795,15955600,64.8963,50,1.9,-0.2
87,63.3205,15081500,65.366,50,1.9,-0.2
88,65.4721,15537300,65.2327,50,1.9,-0.2
89,47.3563,13856700,68.3271,50,1.9,-0.2
90,66.4198,16020800,65.226,50,1.9,-0.2
91,39.9461,12622100,71.4599,50,1.9,-0.2
92,60.2035,14832200,65.692,50,1.9,-0.2
93,62.2008,14898700,65.4892,50,1.9,-0.2
94,51.7424,14241300,65.8475,50,1.9,-0.2
95,65.6423,15744000,65.2644,50,1.9,-0.2
96,56.9227,15025000,65.2756,50,1.9,-0.2
97,67.1961,16057800,64.9055,50,1.9,-0.2
98,65.3157,15381400,65.1981,50,1.9,-0.2
99,46.6409,13821600,68.4921,50,1.9,-0.2
100,64.4288,15300000,65.2288,50,1.9,-0.2
101,58.8224,14720900,65.9176,50,1.9,-0.2
102,69.7,16234800,64.9728,50,1.9,-0.2
103,46.551,13944100,68.5655,50,1.9,-0.2
104,65.5586,15637000,65.2664,50,1.9,-0.2
105,40.9159,12880100,70.934,50,1.9,-0.2
106,47.6935,13980200,68.2039,50,1.9,-0.2
107,65.6139,15579700,65.27,50,1.9,-0.2
108,46.7812,13296900,66.5867,50,1.9,-0.2
109,65.8916,15851700,64.9624,50,1.9,-0.2
110,65.0545,15421800,65.2395,50,1.9,-0.2
111,46.1581,13060300,66.6668,50,1.9,-0.2
112,67.759,16211300,65.0617,50,1.9,-0.2
113,65.4929,15569800,65.2425,50,1.9,-0.2
114,41.5801,11702000,67.7689,50,1.9,-0.2
115,70.3049,16163100,64.9459,50,1.9,-0.2
116,41.6197,11684000,67.7958,50,1.9,-0.2
117,46.149,12982300,66.636,50,1.9,-0.2
118,65.1707,15696900,64.9359,50,1.9,-0.2
119,65.0921,15284800,65.2471,50,1.9,-0.2
120,60.7467,15352100,65.1164,50,1.9,-0.2
121,70.2768,16197200,64.9345,50,1.9,-0.2
122,52.2655,14220600,67.0427,50,1.9,-0.2
123,54.9069,14467000,66.4893,50,1.9,-0.2
124,65.4497,15565200,65.2109,50,1.9,-0.2
125,43.4269,13463500,69.7332,50,1.9,-0.2
126,36.3494,11373400,73.6329,50,1.9,-0.2
127,63.799,15151200,65.3148,50,1.9,-0.2
128,66.2812,16161300,65.2225,50,1.9,-0.2
129,55.0801,14412500,66.4448,50,1.9,-0.2
130,45.8435,13711000,68.7721,50,1.9,-0.2
131,64.8105,15241600,65.2544,50,1.9,-0.2
132,65.5569,15467200,65.2272,50,1.9,-0.2
133,67.1947,16270000,65.1485,50,1.9,-0.2
134,64.137,15130800,65.2353,50,1.9,-0.2
135,50.4812,14110500,67.3832,50,1.9,-0.2
136,67.8791,16218900,65.0895,50,1.9,-0.2
137,65.478,15449700,65.2196,50,1.9,-0.2
138,65.8422,15973400,65.2663,50,1.9,-0.2
139,46.1442,13016200,66.6673,50,1.9,-0.2
140,66.1406,16073400,65.2934,50,1.9,-0.2
141,42.0023,11773800,67.6551,50,1.9,-0.2
142,38.0662,10475100,68.9893,50,1.9,-0.2
143,64.562,15311900,65.2801,50,1.9,-0.2
144,40.0624,11151700,68.3426,50,1.9,-0.2
145,44.238,12607300,67.1018,50,1.9,-0.2
146,66.2327,16155500,65.2188,50,1.9,-0.2
147,58.0028,15079200,65.249,50,1.9,-0.2
148,65.7359,15855200,64.9041,50,1.9,-0.2
149,65.6693,15673900,65.2722,50,1.9,-0.2
150,65.9541,15941800,65.2486,50,1.9,-0.2
1,41.6236,14436000,69.8789,20,1.7,0
2,47.9663,15354800,67.4925,20,1.7,0
3,57.2224,16049400,65.6262,20,1.7,0
4,64.3043,17003600,64.6921,20,1.7,0
5,36.1106,11154100,69.3724,20,1.7,0
6,65.168,17296000,64.5861,20,1.7,0
7,63.9853,16770500,64.723,20,1.7,0
8,64.2114,16976900,64.6761,20,1.7,0
9,41.869,13196800,67.2934,20,1.7,0
10,50.2649,15364600,65.3891,20,1.7,0
11,48.4912,14871600,65.7215,20,1.7,0
12,64.9748,17391400,64.5319,20,1.7,0
13,64.6905,17280700,64.6257,20,1.7,0
14,64.8225,17332800,64.6039,20,1.7,0
15,66.1959,17576200,64.44,20,1.7,0
16,40.9739,12869200,67.4918,20,1.7,0
17,63.6512,16825300,64.6852,20,1.7,0
18,65.7301,17369800,64.5458,20,1.7,0
19,59.6966,16261200,65.2022,20,1.7,0
20,66.9951,17601200,64.383,20,1.7,0
21,39.708,12446900,67.8987,20,1.7,0
22,46.7745,15231100,67.8543,20,1.7,0
23,66.8609,17178800,64.2824,20,1.7,0
24,52.0708,15639000,65.1645,20,1.7,0
25,64.4316,17230100,64.6509,20,1.7,0
26,64.3163,17156200,64.6989,20,1.7,0
27,66.2953,17455800,64.4445,20,1.7,0
28,42.618,14727800,69.3824,20,1.7,0
29,65.8178,17358200,64.5542,20,1.7,0
30,61.4258,16705300,64.5095,20,1.7,0
31,55.1099,15936500,65.8761,20,1.7,0
32,65.6169,17434100,64.4918,20,1.7,0
33,64.4967,17276800,64.6101,20,1.7,0
34,42.8705,14883500,69.3481,20,1.7,0
35,55.361,16128400,64.8089,20,1.7,0
36,63.4214,16588300,64.7824,20,1.7,0
37,64.1441,17005100,64.3559,20,1.7,0
38,45.0937,15044100,68.4149,20,1.7,0
39,65.5459,17430800,64.4945,20,1.7,0
40,67.81,17478800,64.3552,20,1.7,0
41,67.9347,17486000,64.3666,20,1.7,0
42,43.0063,13488200,66.8422,20,1.7,0
43,67.3265,17431200,64.3989,20,1.7,0
44,64.1225,17043800,64.686,20,1.7,0
45,48.8255,14950600,65.6773,20,1.7,0
46,48.9586,15081700,65.6256,20,1.7,0
47,68.9287,17559400,64.287,20,1.7,0
48,61.7844,16446400,64.9405,20,1.7,0
49,65.4231,17437100,64.5375,20,1.7,0
50,64.3229,17076900,64.6705,20,1.7,0
51,64.151,16943800,64.6582,20,1.7,0
52,59.0059,16216000,65.361,20,1.7,0
53,61.0381,16235600,65.0748,20,1.7,0
54,68.1607,17385500,64.3387,20,1.7,0
55,64.5299,17258600,64.6325,20,1.7,0
56,58.4728,16458400,64.6356,20,1.7,0
57,38.586,13735900,71.5845,20,1.7,0
58,64.4744,17162300,64.6508,20,1.7,0
59,64.1527,17097400,64.63,20,1.7,0
60,64.2342,17079700,64.6779,20,1.7,0
61,64.2807,17079700,64.6286,20,1.7,0
62,43.0704,13498400,66.8613,20,1.7,0
63,64.4077,17070000,64.6438,20,1.7,0
64,56.9999,16329900,64.6945,20,1.7,0
65,69.4134,17513900,64.2213,20,1.7,0
66,37.3321,13346800,72.4286,20,1.7,0
67,45.2991,14119400,66.3256,20,1.7,0
68,37.0316,11485300,68.9348,20,1.7,0
69,50.5938,15375600,65.38,20,1.7,0
70,59.7462,16737000,64.5544,20,1.7,0
71,48.0009,14776500,65.8545,20,1.7,0
72,67.3703,17180300,64.2843,20,1.7,0
73,64.4716,17196500,64.594,20,1.7,0
74,48.3853,15387000,67.3604,20,1.7,0
75,63.1978,16633500,64.7769,20,1.7,0
76,53.8123,15976400,64.9701,20,1.7,0
77,66.5299,17485600,64.4642,20,1.7,0
78,37.3603,13282600,72.3325,20,1.7,0
79,64.8282,17322200,64.579,20,1.7,0
80,64.6577,17371800,64.6369,20,1.7,0
81,39.2706,12253400,68.0545,20,1.7,0
82,64.3385,17241600,64.6121,20,1.7,0
83,51.7587,15741900,66.5079,20,1.7,0
84,68.618,17596100,64.2723,20,1.7,0
85,69.3309,17448000,64.2207,20,1.7,0
86,66.231,17095600,64.2773,20,1.7,0
87,63.3159,16674200,64.7825,20,1.7,0
88,64.2245,17018800,64.6725,20,1.7,0
89,51.5114,15632500,66.6721,20,1.7,0
90,66.0832,17404500,64.4839,20,1.7,0
91,41.3595,14448000,70.0056,20,1.7,0
92,62.2061,16491900,64.8802,20,1.7,0
93,62.9202,16505100,64.845,20,1.7,0
94,50.4042,15294500,65.4357,20,1.7,0
95,64.4632,17255000,64.6474,20,1.7,0
96,53.361,15823800,64.9823,20,1.7,0
97,63.2651,17067100,64.3296,20,1.7,0
98,64.1063,16873900,64.675,20,1.7,0
99,50.3101,15579400,66.868,20,1.7,0
100,63.798,16892300,64.6718,20,1.7,0
101,61.3885,16375600,65.022,20,1.7,0
102,69.0821,17414200,64.2209,20,1.7,0
103,50.7925,15766200,66.7668,20,1.7,0
104,64.3139,17122900,64.6855,20,1.7,0
105,42.3715,14655900,69.5109,20,1.7,0
106,51.6852,15736700,66.5982,20,1.7,0
107,64.3642,17041300,64.6933,20,1.7,0
108,45.808,14376000,66.216,20,1.7,0
109,63.6098,16970200,64.3657,20,1.7,0
110,63.9256,16930700,64.7066,20,1.7,0
111,45.565,14228500,66.2442,20,1.7,0
112,68.7751,17515900,64.2285,20,1.7,0
113,64.2422,17053800,64.6785,20,1.7,0
114,40.7419,12755600,67.5011,20,1.7,0
115,68.7524,17333200,64.261,20,1.7,0
116,41.4016,12934700,67.3413,20,1.7,0
117,45.191,14047800,66.3054,20,1.7,0
118,61.2028,16663900,64.4372,20,1.7,0
119,63.9691,16792000,64.7374,20,1.7,0
120,55.2116,16019000,64.8585,20,1.7,0
121,68.1747,17304900,64.2416,20,1.7,0
122,58.2812,16041100,65.4741,20,1.7,0
123,60.9291,16323500,65.04,20,1.7,0
124,64.2364,17077200,64.6422,20,1.7,0
125,46.5002,15323800,67.9014,20,1.7,0
126,37.215,13315100,72.5122,20,1.7,0
127,63.2731,16678900,64.7791,20,1.7,0
128,65.7691,17564500,64.4742,20,1.7,0
129,58.5342,16061800,65.3875,20,1.7,0
130,50.3847,15569700,66.8554,20,1.7,0
131,63.8334,16770600,64.742,20,1.7,0
132,64.2699,16907100,64.6824,20,1.7,0
133,68.0165,17617300,64.3001,20,1.7,0
134,63.6816,16721000,64.6993,20,1.7,0
135,54.9878,15840600,65.9434,20,1.7,0
136,68.9904,17516300,64.2523,20,1.7,0
137,64.1622,16880200,64.6856,20,1.7,0
138,64.6773,17399200,64.6074,20,1.7,0
139,44.9505,14020400,66.3834,20,1.7,0
140,65.2242,17464000,64.5885,20,1.7,0
141,41.2603,12858600,67.3581,20,1.7,0
142,37.609,11630500,68.6116,20,1.7,0
143,63.5995,16814600,64.7559,20,1.7,0
144,39.7069,12350200,67.9346,20,1.7,0
145,43.2618,13656000,66.7954,20,1.7,0
146,65.2713,17520200,64.5149,20,1.7,0
147,54.1785,15874800,64.9446,20,1.7,0
148,61.8285,16841400,64.3763,20,1.7,0
149,64.4279,17128000,64.6764,20,1.7,0
150,65.0753,17388900,64.5644,20,1.7,0
1,41.6822,14164300,69.854,27,1.7,0
2,48.025,15068100,67.4971,27,1.7,0
3,57.209,15745200,65.6633,27,1.7,0
4,64.3847,16675700,64.7545,27,1.7,0
5,35.9647,10884600,69.3652,27,1.7,0
6,65.4646,16981500,64.6415,27,1.7,0
7,64.0629,16451400,64.7772,27,1.7,0
8,64.3154,16667300,64.7348,27,1.7,0
9,41.5899,12853100,67.3501,27,1.7,0
10,49.5008,14916400,65.5299,27,1.7,0
11,47.5907,14383500,65.8909,27,1.7,0
12,65.0927,17056800,64.6047,27,1.7,0
13,64.8013,16950400,64.6965,27,1.7,0
14,64.9111,16993900,64.6788,27,1.7,0
15,66.4721,17237600,64.5079,27,1.7,0
16,40.6531,12516300,67.5561,27,1.7,0
17,63.6782,16491400,64.744,27,1.7,0
18,66.0569,17043800,64.6015,27,1.7,0
19,59.4942,15938600,65.271,27,1.7,0
20,67.2687,17256400,64.4532,27,1.7,0
21,39.4236,12110000,67.9497,27,1.7,0
22,46.8177,14945700,67.86,27,1.7,0
23,65.8363,16768400,64.3788,27,1.7,0
24,51.0228,15151800,65.3318,27,1.7,0
25,64.538,16907100,64.7197,27,1.7,0
26,64.4286,16842400,64.7639,27,1.7,0
27,66.6577,17121900,64.5012,27,1.7,0
28,42.7504,14463000,69.3352,27,1.7,0
29,66.2515,17036500,64.6016,27,1.7,0
30,59.6997,16227600,64.6544,27,1.7,0
31,54.7593,15613100,65.9657,27,1.7,0
32,65.8108,17099600,64.5603,27,1.7,0
33,64.5755,16938700,64.6834,27,1.7,0
34,42.7234,14568800,69.4307,27,1.7,0
35,53.583,15567900,65.0212,27,1.7,0
36,63.509,16279400,64.8279,27,1.7,0
37,63.0161,16589400,64.4644,27,1.7,0
38,45.3822,14790700,68.3292,27,1.7,0
39,65.7328,17096200,64.5633,27,1.7,0
40,68.1124,17132300,64.4199,27,1.7,0
41,68.3179,17138800,64.4264,27,1.7,0
42,42.7573,13153200,66.8867,27,1.7,0
43,67.5538,17087400,64.4676,27,1.7,0
44,64.2147,16726600,64.748,27,1.7,0
45,48.3181,14551800,65.7792,27,1.7,0
46,48.177,14620700,65.7774,27,1.7,0
47,69.1629,17201800,64.3564,27,1.7,0
48,61.5256,16104600,65.0217,27,1.7,0
49,65.6592,17108500,64.6025,27,1.7,0
50,64.4116,16752300,64.7351,27,1.7,0
51,64.2404,16626300,64.7174,27,1.7,0
52,59.1829,15922000,65.3755,27,1.7,0
53,61.1253,15934200,65.1042,27,1.7,0
54,68.3453,17039200,64.4076,27,1.7,0
55,64.6643,16942500,64.6988,27,1.7,0
56,56.6132,15935100,64.8169,27,1.7,0
57,38.6294,13466300,71.5416,27,1.7,0
58,64.5737,16836900,64.7179,27,1.7,0
59,64.2493,16781500,64.6924,27,1.7,0
60,64.3147,16752200,64.7428,27,1.7,0
61,64.3624,16752000,64.693,27,1.7,0
62,42.7468,13141300,66.9258,27,1.7,0
63,64.4977,16743800,64.7076,27,1.7,0
64,55.6744,15852000,64.8511,27,1.7,0
65,69.1098,17135800,64.307,27,1.7,0
66,37.344,13068100,72.388,27,1.7,0
67,44.8488,13726800,66.4196,27,1.7,0
68,36.8847,11210200,68.9295,27,1.7,0
69,49.8497,14934800,65.5157,27,1.7,0
70,57.9821,16233800,64.7249,27,1.7,0
71,47.3095,14333000,65.9905,27,1.7,0
72,66.4366,16774500,64.3771,27,1.7,0
73,64.5682,16869600,64.6614,27,1.7,0
74,48.0415,15063600,67.476,27,1.7,0
75,63.2547,16317200,64.826,27,1.7,0
76,52.7637,15505400,65.1272,27,1.7,0
77,66.8673,17147500,64.5253,27,1.7,0
78,37.4691,13043100,72.2255,27,1.7,0
79,64.9922,17000400,64.6454,27,1.7,0
80,64.756,17038100,64.7114,27,1.7,0
81,39.0124,11928200,68.0946,27,1.7,0
82,64.4239,16911200,64.6818,27,1.7,0
83,51.553,15429400,66.5785,27,1.7,0
